Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironfurnaces:iron_furnace_idle, Iron Furnace
ironfurnaces:iron_furnace_active, Iron Furnace
ironfurnaces:gold_furnace_idle, Gold Furnace
ironfurnaces:gold_furnace_active, Gold Furnace
ironfurnaces:diamond_furnace_idle, Diamond Furnace
ironfurnaces:diamond_furnace_active, Diamond Furnace
ironfurnaces:glass_furnace_idle, Glass Furnace
ironfurnaces:glass_furnace_active, Glass Furnace
ironfurnaces:obsidian_furnace_idle, Obsidian Furnace
ironfurnaces:obsidian_furnace_active, Obsidian Furnace
ironjetpacks:strap, Leather Strap
ironjetpacks:basic_coil, Basic Coil
ironjetpacks:advanced_coil, Advanced Coil
ironjetpacks:elite_coil, Elite Coil
ironjetpacks:ultimate_coil, Ultimate Coil
ironjetpacks:creative_cell, Energy Cell
ironjetpacks:wood_cell, Energy Cell
ironjetpacks:copper_cell, Energy Cell
ironjetpacks:stone_cell, Energy Cell
ironjetpacks:bronze_cell, Energy Cell
ironjetpacks:iron_cell, Energy Cell
ironjetpacks:silver_cell, Energy Cell
ironjetpacks:electrum_cell, Energy Cell
ironjetpacks:gold_cell, Energy Cell
ironjetpacks:invar_cell, Energy Cell
ironjetpacks:steel_cell, Energy Cell
ironjetpacks:diamond_cell, Energy Cell
ironjetpacks:platinum_cell, Energy Cell
ironjetpacks:emerald_cell, Energy Cell
ironjetpacks:creative_thruster, Thruster
ironjetpacks:wood_thruster, Thruster
ironjetpacks:copper_thruster, Thruster
ironjetpacks:stone_thruster, Thruster
ironjetpacks:bronze_thruster, Thruster
ironjetpacks:iron_thruster, Thruster
ironjetpacks:silver_thruster, Thruster
ironjetpacks:electrum_thruster, Thruster
ironjetpacks:gold_thruster, Thruster
ironjetpacks:invar_thruster, Thruster
ironjetpacks:steel_thruster, Thruster
ironjetpacks:diamond_thruster, Thruster
ironjetpacks:platinum_thruster, Thruster
ironjetpacks:emerald_thruster, Thruster
ironjetpacks:creative_capacitor, Capacitor
ironjetpacks:wood_capacitor, Capacitor
ironjetpacks:copper_capacitor, Capacitor
ironjetpacks:stone_capacitor, Capacitor
ironjetpacks:bronze_capacitor, Capacitor
ironjetpacks:iron_capacitor, Capacitor
ironjetpacks:silver_capacitor, Capacitor
ironjetpacks:electrum_capacitor, Capacitor
ironjetpacks:gold_capacitor, Capacitor
ironjetpacks:invar_capacitor, Capacitor
ironjetpacks:steel_capacitor, Capacitor
ironjetpacks:diamond_capacitor, Capacitor
ironjetpacks:platinum_capacitor, Capacitor
ironjetpacks:emerald_capacitor, Capacitor
ironjetpacks:creative_jetpack, Jetpack
ironjetpacks:wood_jetpack, Jetpack
ironjetpacks:copper_jetpack, Jetpack
ironjetpacks:stone_jetpack, Jetpack
ironjetpacks:bronze_jetpack, Jetpack
ironjetpacks:iron_jetpack, Jetpack
ironjetpacks:silver_jetpack, Jetpack
ironjetpacks:electrum_jetpack, Jetpack
ironjetpacks:gold_jetpack, Jetpack
ironjetpacks:invar_jetpack, Jetpack
ironjetpacks:steel_jetpack, Jetpack
ironjetpacks:diamond_jetpack, Jetpack
ironjetpacks:platinum_jetpack, Jetpack
ironjetpacks:emerald_jetpack, Jetpack
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
jecalculation:item_calculator:0, Crafting Calculator
jecalculation:item_calculator:1, Math Calculator
psipherals:psimetal_bow, item.psimetal_bow.name
psipherals:psimetal_sword_advanced, item.psimetal_sword_advanced.name
psipherals:sword_assembly:0, Iron Sword Assembly
psipherals:sword_assembly:1, Gold Sword Assembly
psipherals:sword_assembly:2, Psimetal Sword Assembly
psipherals:sword_assembly:3, Ebony Sword Assembly
psipherals:sword_assembly:4, Ivory Sword Assembly
psipherals:sword_assembly:5, Creative Sword Assembly
psipherals:psimetal_pickaxe_advanced, item.psimetal_pickaxe_advanced.name
psipherals:pickaxe_assembly:0, Iron Pickaxe Assembly
psipherals:pickaxe_assembly:1, Gold Pickaxe Assembly
psipherals:pickaxe_assembly:2, Psimetal Pickaxe Assembly
psipherals:pickaxe_assembly:3, Ebony Pickaxe Assembly
psipherals:pickaxe_assembly:4, Ivory Pickaxe Assembly
psipherals:pickaxe_assembly:5, Creative Pickaxe Assembly
psipherals:psimetal_shovel_advanced, item.psimetal_shovel_advanced.name
psipherals:shovel_assembly:0, Iron Shovel Assembly
psipherals:shovel_assembly:1, Gold Shovel Assembly
psipherals:shovel_assembly:2, Psimetal Shovel Assembly
psipherals:shovel_assembly:3, Ebony Shovel Assembly
psipherals:shovel_assembly:4, Ivory Shovel Assembly
psipherals:shovel_assembly:5, Creative Shovel Assembly
psipherals:psimetal_axe_advanced, item.psimetal_axe_advanced.name
psipherals:axe_assembly:0, Iron Axe Assembly
psipherals:axe_assembly:1, Gold Axe Assembly
psipherals:axe_assembly:2, Psimetal Axe Assembly
psipherals:axe_assembly:3, Ebony Axe Assembly
psipherals:axe_assembly:4, Ivory Axe Assembly
psipherals:axe_assembly:5, Creative Axe Assembly
psipherals:psimetal_bow_advanced, item.psimetal_bow_advanced.name
rpsideas:wide_socket, item.wide_socket.name
rpsideas:flash_ring, item.flash_ring.name
rpsideas:trigger_sensor, item.trigger_sensor.name
rpsideas:biotic_sensor, item.biotic_sensor.name
rpsideas:unstable_battery, item.unstable_battery.name
rpsideas:twinflow_battery, item.twinflow_battery.name
rpsideas:shielded_battery, item.shielded_battery.name
rpsideas:creative_colorizer, item.creative_colorizer.name
rpsideas:psimetal_rod, item.psimetal_rod.name
rpsideas:empty_colorizer, item.empty_colorizer.name
rpsideas:liquid_colorizer, item.liquid_colorizer.name
rpsideas:cyclic_colorizer, item.cyclic_colorizer.name
rpsideas:ebony_pickaxe, item.ebony_pickaxe.name
rpsideas:ebony_shovel, item.ebony_shovel.name
rpsideas:ebony_axe, item.ebony_axe.name
rpsideas:ebony_sword, item.ebony_sword.name
rpsideas:ivory_pickaxe, item.ivory_pickaxe.name
rpsideas:ivory_shovel, item.ivory_shovel.name
rpsideas:ivory_axe, item.ivory_axe.name
rpsideas:ivory_sword, item.ivory_sword.name
rpsideas:ebony_helmet, item.ebony_helmet.name
rpsideas:ebony_chestplate, item.ebony_chestplate.name
rpsideas:ebony_leggings, item.ebony_leggings.name
rpsideas:ebony_boots, item.ebony_boots.name
rpsideas:ivory_helmet, item.ivory_helmet.name
rpsideas:ivory_chestplate, item.ivory_chestplate.name
rpsideas:ivory_leggings, item.ivory_leggings.name
rpsideas:ivory_boots, item.ivory_boots.name
rpsideas:ebony_rod, item.ebony_rod.name
rpsideas:ivory_rod, item.ivory_rod.name
rpsideas:ebony_shears, item.ebony_shears.name
rpsideas:ivory_shears, item.ivory_shears.name
rpsideas:ebony_hoe, item.ebony_hoe.name
rpsideas:ivory_hoe, item.ivory_hoe.name
rpsideas:inline_caster, item.inline_caster.name
rpsideas:gauss_rifle, item.gauss_rifle.name
rpsideas:overclocked_cad_assembly, item.overclocked_cad_assembly.name
rpsideas:underclocked_cad_assembly, item.underclocked_cad_assembly.name
rpsideas:hyperthreaded_cad_core, item.hyperthreaded_cad_core.name
rpsideas:virtual_thread_cad_core, item.virtual_thread_cad_core.name
rpsideas:optimized_cad_core, item.optimized_cad_core.name
rpsideas:psi_cuffs, item.psi_cuffs.name
rpsideas:psi_cuff_key, item.psi_cuff_key.name
rpsideas:psimetal_shield, item.psimetal_shield.name
rpsideas:ebony_shield, item.ebony_shield.name
rpsideas:psimetal_hoe, item.psimetal_hoe.name
rpsideas:psimetal_shears, item.psimetal_shears.name
rpsideas:gauss_bullet, item.gauss_bullet.name
rpsideas:magazine, item.magazine.name
rpsideas:battlecaster, item.battlecaster.name
rpsideas:keypad, item.keypad.name
rpsideas:overvolted_cad_assembly, item.overvolted_cad_assembly.name
rpsideas:undervolted_cad_assembly, item.undervolted_cad_assembly.name
rpsideas:cad_assembly_mana_blaster, item.cad_assembly_mana_blaster.name
rpsideas:bright_plate:0, White Psimetal Flow Plate
rpsideas:bright_plate:1, Orange Psimetal Flow Plate
rpsideas:bright_plate:2, Magenta Psimetal Flow Plate
rpsideas:bright_plate:3, Light Blue Psimetal Flow Plate
rpsideas:bright_plate:4, Yellow Psimetal Flow Plate
rpsideas:bright_plate:5, Lime Psimetal Flow Plate
rpsideas:bright_plate:6, Pink Psimetal Flow Plate
rpsideas:bright_plate:7, Gray Psimetal Flow Plate
rpsideas:bright_plate:8, Light Gray Psimetal Flow Plate
rpsideas:bright_plate:9, Cyan Psimetal Flow Plate
rpsideas:bright_plate:10, Purple Psimetal Flow Plate
rpsideas:bright_plate:11, Blue Psimetal Flow Plate
rpsideas:bright_plate:12, Brown Psimetal Flow Plate
rpsideas:bright_plate:13, Green Psimetal Flow Plate
rpsideas:bright_plate:14, Red Psimetal Flow Plate
rpsideas:bright_plate:15, Black Psimetal Flow Plate
rpsideas:dark_plate:0, Dark White Psimetal Flow Plate
rpsideas:dark_plate:1, Dark Orange Psimetal Flow Plate
rpsideas:dark_plate:2, Dark Magenta Psimetal Flow Plate
rpsideas:dark_plate:3, Dark Light Blue Psimetal Flow Plate
rpsideas:dark_plate:4, Dark Yellow Psimetal Flow Plate
rpsideas:dark_plate:5, Dark Lime Psimetal Flow Plate
rpsideas:dark_plate:6, Dark Pink Psimetal Flow Plate
rpsideas:dark_plate:7, Dark Gray Psimetal Flow Plate
rpsideas:dark_plate:8, Dark Light Gray Psimetal Flow Plate
rpsideas:dark_plate:9, Dark Cyan Psimetal Flow Plate
rpsideas:dark_plate:10, Dark Purple Psimetal Flow Plate
rpsideas:dark_plate:11, Dark Blue Psimetal Flow Plate
rpsideas:dark_plate:12, Dark Brown Psimetal Flow Plate
rpsideas:dark_plate:13, Dark Green Psimetal Flow Plate
rpsideas:dark_plate:14, Dark Red Psimetal Flow Plate
rpsideas:dark_plate:15, Dark Black Psimetal Flow Plate
rpsideas:cad_case_white, tile.cad_case_white.name
rpsideas:cad_case_orange, tile.cad_case_orange.name
rpsideas:cad_case_magenta, tile.cad_case_magenta.name
rpsideas:cad_case_light_blue, tile.cad_case_light_blue.name
rpsideas:cad_case_yellow, tile.cad_case_yellow.name
rpsideas:cad_case_lime, tile.cad_case_lime.name
rpsideas:cad_case_pink, tile.cad_case_pink.name
rpsideas:cad_case_gray, tile.cad_case_gray.name
rpsideas:cad_case_silver, tile.cad_case_silver.name
rpsideas:cad_case_cyan, tile.cad_case_cyan.name
rpsideas:cad_case_purple, tile.cad_case_purple.name
rpsideas:cad_case_blue, tile.cad_case_blue.name
rpsideas:cad_case_brown, tile.cad_case_brown.name
rpsideas:cad_case_green, tile.cad_case_green.name
rpsideas:cad_case_red, tile.cad_case_red.name
rpsideas:cad_case_black, tile.cad_case_black.name
lootbags:itemlootbag:0, §fCommon Lootbag§r
lootbags:itemlootbag:1, §aUncommon Lootbag§r
lootbags:itemlootbag:2, §9Rare Lootbag§r
lootbags:itemlootbag:3, §dEpic Lootbag§r
lootbags:itemlootbag:4, §6Legendary Lootbag§r
lootbags:itemlootbag:11, §eArtifact Lootbag§r
lootbags:loot_opener, Bag Opener
lootbags:loot_recycler, Loot Recycler
lootbags:loot_storage, Bag Storage
mahoutsukai:attuner, Attuner
mahoutsukai:attuned_diamond, Attuned Diamond
mahoutsukai:attuned_emerald, Attuned Emerald
mahoutsukai:dagger, Dagger
mahoutsukai:caliburn, Caliburn
mahoutsukai:mortar, Pestle And Mortar
mahoutsukai:pestle, Pestle
mahoutsukai:hammer, Hammer
mahoutsukai:kodoku, Kodoku
mahoutsukai:mystic_code_first_sorcery, Mystic Code - First Sorcery
mahoutsukai:mortar_and_pestle, Mortar and Pestle
mahoutsukai:powdered_diamond, Powdered Diamond
mahoutsukai:powdered_ender, Powdered Ender
mahoutsukai:powdered_gold, Powdered Gold
mahoutsukai:scroll_treasury_projection, Scroll of the Treasury Projection Gauntlet
mahoutsukai:powdered_iron, Powdered Iron
mahoutsukai:powdered_quartz, Powdered Quartz
mahoutsukai:powdered_emerald, Powdered Emerald
mahoutsukai:guidebook, Mahou Tsukai Knowledge Compendium
mahoutsukai:powdered_eye, Powdered Eye
mahoutsukai:scroll_projection, Scroll of Projection
mahoutsukai:scroll_weapon_shooter, Scroll of Weapon Projectiles
mahoutsukai:scroll_strengthening, Scroll of Strengthening
mahoutsukai:scroll_proximity_projection, Scroll of Proximity Projection
mahoutsukai:scroll_reality_marble, Scroll of the Reality Marble
mahoutsukai:scroll_projectile_displacement, Scroll of Projectile Displacement
mahoutsukai:scroll_ascension, Scroll of Ascension
mahoutsukai:scroll_mental_displacement, Scroll of Mental Displacement
mahoutsukai:scroll_protective_displacement, Scroll of Protective Displacement
mahoutsukai:scroll_damage_exchange, Scroll of Damage Absorption
mahoutsukai:scroll_mystic_staff, Scroll of Explosive Mana Condensation
mahoutsukai:scroll_prediction, Scroll of the Mystic Eyes of Clairvoyance
mahoutsukai:scroll_borrowed_authority, Scroll of Borrowed Authority
mahoutsukai:scroll_rho_aias, Scroll of Rho Aias
mahoutsukai:scroll_damage_replication, Scroll of Shared Pain
mahoutsukai:scroll_spatial_disorientation, Scroll of Spatial Disorientation
mahoutsukai:scroll_cup_of_heaven, Scroll of the Cup Of Heaven
mahoutsukai:scroll_mystic_eyes, Scroll of the Mystic Eyes of Binding
mahoutsukai:scroll_summon_familiar, Scroll of Summon Familiar
mahoutsukai:scroll_recall_familiar, Scroll of Recall Familiar
mahoutsukai:scroll_immunity_exchange, Scroll of Immunity Exchange
mahoutsukai:scroll_familiars_garden, Scroll of the Familiar's Garden
mahoutsukai:scroll_possess_entity, Scroll of Shared Vision
mahoutsukai:scroll_swap_familiar, Scroll of Familiar Exchange
mahoutsukai:scroll_death_collection, Scroll of the Mystic Eyes of Death Collection
mahoutsukai:scroll_reversion_eyes, Scroll of the Mystic Eyes of Reversion
mahoutsukai:scroll_fay_sight, Scroll of the Mystic Eyes of Fay Sight
mahoutsukai:scroll_insight, Scroll of the Mystic Eyes of Insight
mahoutsukai:scroll_black_flame, Scroll of the Mystic Eyes of the Black Flame
mahoutsukai:scroll_boundary_raise_enclosure, Scroll of the Enclosure Boundary
mahoutsukai:scroll_boundary_alarm, Scroll of the Alarm Boundary
mahoutsukai:scroll_boundary_displacement, Scroll of the Displacement Boundary
mahoutsukai:scroll_boundary_drain_life, Scroll of the Boundary of Drain Life
mahoutsukai:scroll_boundary_gravity, Scroll of the Gravity Boundary
mahoutsukai:scroll_boundary_tangible, Scroll of the Tangible Boundary
mahoutsukai:scroll_retribution, Scroll of Retribution
mahoutsukai:mystic_staff, Mystic Staff of Explosive Mana Condensation
mahoutsukai:spatial_disorientation_gauntlet, Mystic Staff of Spatial Disorientation
mahoutsukai:weapon_projectile_bow, Bow of Weapon Projectiles
mahoutsukai:proximity_projection_keys, Crimson Black Keys of Proximity Projection
mahoutsukai:mystic_code, Mystic Code
mahoutsukai:fae_essence, Fae Essence
mahoutsukai:treasury_projection_gauntlet, Treasury Projection Gauntlet
mahoutsukai:invisible_barrier_block, Invisible Barrier
mahoutsukai:spell_cloth, Spell Cloth
mahoutsukai:mahoujin_projector, Mahoujin Projector
mahoutsukai:mana_circuit, Mana Circuit
mahoutsukai:mana_circuit_magitech, Magitech Mana Circuit
matc:inferiumcrystal, §eInferium Infusion Crystal
matc:prudentiumcrystal, §2Prudentium Infusion Crystal
matc:intermediumcrystal, §6Intermedium Infusion Crystal
matc:superiumcrystal, §9Superium Infusion Crystal
matc:supremiumcrystal, §cSupremium Infusion Crystal
immersivetech:connectors, tile.immersivetech.connectors.name
immersivetech:metal_trash:0, Trash Can
immersivetech:metal_trash:1, Fluid Trash Can
immersivetech:metal_trash:2, Energy Trash Can
immersivetech:metal_barrel:0, Creative Metal Barrel
immersivetech:metal_barrel:1, Open Metal Barrel
immersivetech:metal_barrel:2, Steel Metal Barrel
immersivetech:valve:0, Fluid Valve
immersivetech:valve:1, Load Controller
immersivetech:valve:2, Stack Limiter
immersivetech:metal_device, tile.immersivetech.metal_device.name
immersivetech:stone_decoration, tile.immersivetech.stone_decoration.name
immersivetech:stone_decoration_slab, tile.immersivetech.stone_decoration_slab.name
immersivetech:wooden_crate, tile.immersivetech.wooden_crate.name
immersivetech:material:0, Salt
mcwdoors:print_oak, Oak Door Print
mcwdoors:print_spruce, Spruce Door Print
mcwdoors:print_birch, Birch Door Print
mcwdoors:print_jungle, Jungle Door Print
mcwdoors:print_acacia, Acacia Door Print
mcwdoors:print_dark_oak, Dark Oak Door Print
mcwdoors:oak_japanese_door, Oak Shoji Door
mcwdoors:spruce_japanese_door, Spruce Shoji Door
mcwdoors:birch_japanese_door, Birch Shoji Door
mcwdoors:jungle_japanese_door, Jungle Shoji Door
mcwdoors:acacia_japanese_door, Acacia Shoji Door
mcwdoors:dark_oak_japanese_door, Dark Oak Shoji Door
mcwdoors:oak_japanese2_door, Oak Shoji Whole Door
mcwdoors:spruce_japanese2_door, Spruce Shoji Whole Door
mcwdoors:birch_japanese2_door, Birch Shoji Whole Door
mcwdoors:jungle_japanese2_door, Jungle Shoji Whole Door
mcwdoors:acacia_japanese2_door, Acacia Shoji Whole Door
mcwdoors:dark_oak_japanese2_door, Dark Oak Shoji Whole Door
mcwdoors:oak_barn_door, Oak Barn Door
mcwdoors:spruce_barn_door, Spruce Barn Door
mcwdoors:birch_barn_door, Birch Barn Door
mcwdoors:jungle_barn_door, Jungle Barn Door
mcwdoors:acacia_barn_door, Acacia Barn Door
mcwdoors:dark_oak_barn_door, Dark Oak Barn Door
mcwdoors:oak_barn_glass_door, Oak Barn Glassed Door
mcwdoors:spruce_barn_glass_door, Spruce Barn Glassed Door
mcwdoors:birch_barn_glass_door, Birch Barn Glassed Door
mcwdoors:jungle_barn_glass_door, Jungle Barn Glassed Door
mcwdoors:acacia_barn_glass_door, Acacia Barn Glassed Door
mcwdoors:dark_oak_barn_glass_door, Dark Oak Barn Glassed Door
mcwdoors:oak_modern_door, Oak Oak Modern Door
mcwdoors:spruce_modern_door, Spruce Oak Modern Door
mcwdoors:birch_modern_door, Birch Oak Modern Door
mcwdoors:jungle_modern_door, Jungle Oak Modern Door
mcwdoors:acacia_modern_door, Acacia Oak Modern Door
mcwdoors:dark_oak_modern_door, Dark Oak Modern Door
mcwdoors:oak_cottage_door, Oak Cottage Door
mcwdoors:birch_cottage_door, Birch Cottage Door
mcwdoors:jungle_cottage_door, Jungle Cottage Door
mcwdoors:acacia_cottage_door, Acacia Cottage Door
mcwdoors:dark_oak_cottage_door, Dark Oak Cottage Door
mcwdoors:spruce_classic_door, Spruce Classic Door
mcwdoors:birch_classic_door, Birch Classic Door
mcwdoors:jungle_classic_door, Jungle Classic Door
mcwdoors:acacia_classic_door, Acacia Classic Door
mcwdoors:dark_oak_classic_door, Dark Oak Classic Door
mcwdoors:oak_beach_door, Oak Beach Door
mcwdoors:spruce_beach_door, Spruce Beach Door
mcwdoors:birch_beach_door, Birch Beach Door
mcwdoors:acacia_beach_door, Acacia Beach Door
mcwdoors:dark_oak_beach_door, Dark Oak Beach Door
mcwdoors:oak_paper_door, Oak Paper Door
mcwdoors:spruce_paper_door, Spruce Paper Door
mcwdoors:jungle_paper_door, Jungle Paper Door
mcwdoors:acacia_paper_door, Acacia Paper Door
mcwdoors:dark_oak_paper_door, Dark Oak Paper Door
mcwdoors:oak_four_panel_door, Oak Four Panel Door
mcwdoors:spruce_four_panel_door, Spruce Four Panel Door
mcwdoors:birch_four_panel_door, Birch Four Panel Door
mcwdoors:jungle_four_panel_door, Jungle Four Panel Door
mcwdoors:acacia_four_panel_door, Acacia Four Panel Door
mcwdoors:oak_tropical_door, Oak Tropical Door
mcwdoors:spruce_tropical_door, Spruce Tropical Door
mcwdoors:birch_tropical_door, Birch Tropical Door
mcwdoors:jungle_tropical_door, Jungle Tropical Door
mcwdoors:dark_oak_tropical_door, Dark Oak Tropical Door
mcwdoors:metal_door, Metal Door
mcwdoors:metal_warning_door, Metal Warning Door
mcwdoors:metal_hospital_door, Metal Hospital Door
mcwdoors:metal_reinforced_door, Metal Reinforced Door
mcwdoors:metal_windowed_door, Metal Windowed Door
mcwdoors:jail_door, Jail Door
mcwroofs:rec_tile, Rectangle Tile
mcwroofs:rec_tile_black, Rectangle Tile Black
mcwroofs:rec_tile_gray, Rectangle Tile Gray
mcwroofs:rec_tile_light_gray, Rectangle Tile Light Gray
mcwroofs:rec_tile_white, Rectangle Tile White
mcwroofs:tile_clay, Clay Tile
mcwroofs:tile_log_acacia, Tile Acacia Log
mcwroofs:tile_log_birch, Tile Birch Log
mcwroofs:tile_log_dark_oak, Tile Dark Oak Log
mcwroofs:tile_log_jungle, Tile Jungle Log
mcwroofs:tile_log_oak, Tile Oak Log
mcwroofs:tile_log_spruce, Tile Spruce Log
mcwroofs:tile_planks_acacia, Tile Acacia Planks
mcwroofs:tile_planks_birch, Tile Birch Planks
mcwroofs:tile_planks_dark_oak, Tile Dark Oak Planks
mcwroofs:tile_planks_jungle, Tile Jungle Planks
mcwroofs:tile_planks_oak, Tile Oak Planks
mcwroofs:tile_planks_spruce, Tile Spruce Planks
mcwroofs:rain_gutter, Rain Gutter
mcwroofs:roof_base2, Roof Tile Outer
mcwroofs:roof_base, Roof Tile Top
mcwroofs:roof_base3, Roof Tile
mcwroofs:roof_base4, Roof Tile Inner
mcwroofs:roof_lower_base, Roof Lower Base
mcwroofs:roof_steep_base, Roof Steep Base
mcwroofs:roof_straight_base, Roof Straight Base
mcwroofs:roof_steep_base_2, Steep Base Corner
mcwroofs:roof_base_top_x, Base Roof Top X
mcwroofs:roof_white2, White Roof Tile Outer
mcwroofs:roof_white, White Roof Tile Top
mcwroofs:roof_white3, White Roof Tile
mcwroofs:roof_white4, White Roof Tile Inner
mcwroofs:roof_lower_white, Roof Lower White
mcwroofs:roof_steep_white, Roof Steep White
mcwroofs:roof_straight_white, Roof Straight White
mcwroofs:roof_steep_white_2, Steep White Corner
mcwroofs:roof_white_top_x, White Roof Top X
mcwroofs:roof_light_gray2, Silver Roof Tile Outer
mcwroofs:roof_light_gray, Silver Roof Tile Top
mcwroofs:roof_light_gray3, Silver Roof Tile
mcwroofs:roof_light_gray4, Silver Roof Tile Inner
